experience,age,governorate,disability,education,gender,clusters,nodes,durations
546.0,19.602739726027398,maadaba,no_disability,secondary_or_below,male,1,14,2.0333333
607.0,19.936986301369863,maadaba,no_disability,secondary_or_below,male,1,14,2.0666666
62.0,18.71232876712329,zarqa,no_disability,secondary_or_below,male,2,4,10.1
244.0,16.69041095890411,irbid,no_disability,secondary_or_below,male,1,23,9.1
0.0,18.50958904109589,amman,no_disability,secondary_or_below,male,0,25,13.649023
0.0,19.03013698630137,al_mafraq,no_disability,secondary_or_below,male,0,25,14.388476
273.0,18.958904109589042,al_mafraq,no_disability,secondary_or_below,male,1,17,7.0666666
0.0,18.06027397260274,zarqa,no_disability,secondary_or_below,male,0,10,16.417253
0.0,19.575342465753426,zarqa,no_disability,secondary_or_below,male,0,11,10.013803
0.0,18.221917808219178,zarqa,no_disability,secondary_or_below,male,0,10,20.446419
213.0,20.572602739726026,zarqa,no_disability,secondary_or_below,male,2,9,2.0333333
0.0,19.12876712328767,balqa,no_disability,secondary_or_below,male,0,11,6.2845054
91.0,18.515068493150686,irbid,no_disability,secondary_or_below,male,2,3,12.166667
30.0,18.2986301369863,amman,no_disability,secondary_or_below,male,2,2,7.133333
61.0,18.96986301369863,amman,no_disability,secondary_or_below,male,2,4,5.0333333
303.0,17.76986301369863,zarqa,no_disability,secondary_or_below,male,1,23,12.166667
61.0,16.34794520547945,amman,no_disability,secondary_or_below,male,2,4,11.166667
0.0,17.471232876712328,al_aqaba,no_disability,vocational_training,male,0,10,2.6848958
62.0,17.06027397260274,amman,no_disability,secondary_or_below,male,2,4,2.9666667
93.0,17.389041095890413,amman,no_disability,secondary_or_below,male,1,23,14.2
31.0,18.47945205479452,balqa,no_disability,vocational_training,male,2,2,13.166667
0.0,19.671232876712327,jarash,no_disability,secondary_or_below,male,0,11,2.5513673
61.0,18.534246575342465,amman,no_disability,secondary_or_below,male,2,4,5.1
31.0,16.224657534246575,al_mafraq,no_disability,secondary_or_below,male,2,2,25.333334
488.0,19.55890410958904,al_mafraq,no_disability,secondary_or_below,male,1,14,5.1
61.0,16.5972602739726,amman,no_disability,secondary_or_below,male,2,4,18.3
211.0,18.512328767123286,amman,no_disability,secondary_or_below,male,1,20,12.166667
181.0,17.706849315068492,amman,no_disability,secondary_or_below,male,1,23,15.266666
334.0,19.38082191780822,amman,no_disability,secondary_or_below,male,1,20,11.133333
0.0,19.2,tafileh,no_disability,secondary_or_below,male,0,11,11.08431
31.0,19.424657534246574,irbid,no_disability,secondary_or_below,male,2,0,13.2
31.0,18.627397260273973,zarqa,no_disability,secondary_or_below,male,2,0,2.0333333
92.0,18.96164383561644,zarqa,no_disability,secondary_or_below,male,2,9,5.0333333
304.0,18.794520547945204,al_kirk,no_disability,vocational_training,male,1,17,2.0333333
394.0,19.208219178082192,al_kirk,no_disability,vocational_training,male,1,17,3.0333333
89.0,19.38082191780822,balqa,no_disability,secondary_or_below,male,2,4,6.133333
0.0,19.4,irbid,no_disability,secondary_or_below,male,0,11,15.049284
122.0,16.767123287671232,amman,no_disability,secondary_or_below,male,1,23,5.0333333
548.0,18.34794520547945,amman,no_disability,secondary_or_below,male,1,28,4.1
31.0,17.063013698630137,al_kirk,no_disability,secondary_or_below,male,2,2,15.233334
0.0,19.03013698630137,zarqa,no_disability,secondary_or_below,male,0,25,12.247461
304.0,17.224657534246575,zarqa,no_disability,secondary_or_below,male,1,23,17.266666
0.0,19.013698630136986,irbid,no_disability,secondary_or_below,male,0,25,9.28763
0.0,19.073972602739726,amman,no_disability,secondary_or_below,male,0,25,5.087565
244.0,20.161643835616438,amman,no_disability,secondary_or_below,male,2,8,5.1
0.0,17.23835616438356,irbid,no_disability,vocational_training,male,0,10,12.548177
30.0,18.353424657534248,irbid,no_disability,vocational_training,male,2,2,16.266666
0.0,18.24931506849315,irbid,no_disability,vocational_training,male,0,10,16.787565
183.0,18.876712328767123,amman,no_disability,secondary_or_below,male,1,20,3.0
0.0,17.476712328767125,maadaba,no_disability,secondary_or_below,male,0,10,14.083593
0.0,17.49041095890411,balqa,no_disability,vocational_training,male,0,10,12.851042
92.0,18.85753424657534,irbid,no_disability,secondary_or_below,male,2,3,13.166667
0.0,19.10958904109589,zarqa,no_disability,bachelor_or_above,male,0,25,6.1828775
92.0,19.873972602739727,maadaba,no_disability,secondary_or_below,male,2,3,8.1
123.0,19.041095890410958,maadaba,no_disability,secondary_or_below,male,2,3,4.0
61.0,17.96986301369863,amman,no_disability,secondary_or_below,male,2,4,22.3
91.0,19.884931506849316,amman,no_disability,secondary_or_below,male,2,8,2.0666666
0.0,18.21095890410959,irbid,no_disability,vocational_training,male,0,10,3.7179687
0.0,18.28219178082192,amman,no_disability,secondary_or_below,male,0,10,11.016537
0.0,17.865753424657534,jarash,no_disability,secondary_or_below,male,0,10,9.283919
92.0,18.882191780821916,jarash,no_disability,secondary_or_below,male,2,3,10.133333
0.0,18.594520547945205,amman,no_disability,secondary_or_below,male,0,25,5.1201825
59.0,19.17808219178082,amman,no_disability,secondary_or_below,male,2,4,5.1
0.0,18.613698630136987,al_aqaba,no_disability,vocational_training,male,0,25,8.987174
304.0,18.589041095890412,zarqa,no_disability,vocational_training,male,1,17,2.0333333
0.0,18.958904109589042,amman,with_disability,secondary_or_below,male,0,25,17.951433
0.0,19.58082191780822,tafileh,no_disability,secondary_or_below,male,0,11,8.350195
31.0,18.432876712328767,zarqa,no_disability,secondary_or_below,male,2,2,15.233334
61.0,18.44109589041096,zarqa,no_disability,secondary_or_below,male,2,4,15.233334
0.0,18.438356164383563,maadaba,no_disability,secondary_or_below,male,0,25,19.21927
29.0,20.0986301369863,maadaba,no_disability,secondary_or_below,male,2,0,6.133333
30.0,16.887671232876713,amman,no_disability,secondary_or_below,male,2,2,12.166667
456.0,19.054794520547944,amman,no_disability,secondary_or_below,male,1,20,2.0666666
0.0,18.887671232876713,irbid,no_disability,secondary_or_below,male,0,25,6.3215494
0.0,18.594520547945205,al_aqaba,no_disability,secondary_or_below,male,0,25,18.08763
0.0,18.10958904109589,amman,no_disability,secondary_or_below,male,0,10,8.020312
151.0,18.095890410958905,amman,no_disability,secondary_or_below,male,1,23,3.0666666
0.0,19.293150684931508,al_kirk,no_disability,secondary_or_below,male,0,11,4.6839194
62.0,18.027397260273972,irbid,no_disability,secondary_or_below,male,2,4,8.066667
0.0,17.301369863013697,amman,no_disability,vocational_training,male,0,10,2.6185546
0.0,17.93972602739726,zarqa,no_disability,secondary_or_below,male,0,10,5.8477216
0.0,19.221917808219178,al_aqaba,no_disability,secondary_or_below,male,0,11,6.320052
0.0,18.13150684931507,amman,no_disability,secondary_or_below,male,0,10,13.987044
31.0,19.367123287671234,amman,no_disability,secondary_or_below,male,2,0,3.0666666
0.0,18.59178082191781,maadaba,no_disability,secondary_or_below,male,0,25,3.1136067
89.0,18.29041095890411,irbid,no_disability,secondary_or_below,male,2,4,11.166667
61.0,19.153424657534245,amman,no_disability,secondary_or_below,male,2,4,3.0666666
244.0,19.435616438356163,maadaba,no_disability,secondary_or_below,male,1,17,3.0666666
0.0,19.638356164383563,zarqa,no_disability,secondary_or_below,male,0,11,4.8147135
61.0,17.432876712328767,amman,no_disability,secondary_or_below,male,2,4,16.233334
0.0,19.16986301369863,amman,no_disability,secondary_or_below,male,0,11,3.0196614
0.0,17.39178082191781,maadaba,no_disability,secondary_or_below,male,0,10,3.4490235
31.0,18.34794520547945,balqa,no_disability,secondary_or_below,male,2,2,16.233334
0.0,18.81917808219178,irbid,no_disability,secondary_or_below,male,0,25,9.687044
0.0,18.695890410958903,al_aqaba,no_disability,secondary_or_below,male,0,25,4.682487
31.0,18.649315068493152,zarqa,no_disability,vocational_training,male,2,0,16.233334
0.0,18.9013698630137,zarqa,no_disability,secondary_or_below,male,0,25,5.2197266
120.0,23.684931506849313,amman,no_disability,secondary_or_below,male,1,16,55.833332
122.0,17.953424657534246,zarqa,no_disability,secondary_or_below,male,1,23,20.233334
0.0,19.167123287671235,al_kirk,no_disability,secondary_or_below,male,0,11,6.820573
0.0,18.145205479452056,irbid,no_disability,secondary_or_below,male,0,10,5.4205728
30.0,18.673972602739727,irbid,no_disability,secondary_or_below,male,2,0,3.0666666
61.0,18.58082191780822,amman,no_disability,secondary_or_below,male,2,4,2.0333333
153.0,19.0,amman,no_disability,secondary_or_below,male,1,20,8.066667
0.0,18.873972602739727,amman,no_disability,secondary_or_below,male,0,25,4.6533856
244.0,19.926027397260274,amman,no_disability,secondary_or_below,male,2,8,2.0666666
337.0,19.008219178082193,irbid,no_disability,secondary_or_below,male,1,17,4.0
0.0,18.202739726027396,balqa,no_disability,vocational_training,male,0,10,29.050716
0.0,18.183561643835617,maadaba,no_disability,secondary_or_below,male,0,10,10.982226
0.0,19.145205479452056,amman,no_disability,secondary_or_below,male,0,11,10.614127
608.0,19.364383561643837,irbid,no_disability,secondary_or_below,male,1,14,3.0333333
0.0,18.854794520547944,irbid,no_disability,vocational_training,male,0,25,14.086783
913.0,19.115068493150684,amman,no_disability,secondary_or_below,male,1,28,9.1
304.0,19.35890410958904,maadaba,no_disability,secondary_or_below,male,1,17,4.1
0.0,17.632876712328766,maadaba,no_disability,secondary_or_below,male,0,10,5.620443
0.0,18.493150684931507,amman,no_disability,secondary_or_below,male,0,25,6.3873696
30.0,18.671232876712327,zarqa,no_disability,vocational_training,male,2,0,13.2
0.0,18.03287671232877,irbid,no_disability,secondary_or_below,male,0,10,20.082293
92.0,17.328767123287673,al_aqaba,no_disability,secondary_or_below,male,1,23,15.233334
30.0,18.816438356164383,zarqa,no_disability,secondary_or_below,male,2,0,5.0333333
0.0,19.747945205479454,zarqa,no_disability,secondary_or_below,male,0,11,3.4130208
92.0,16.56986301369863,amman,no_disability,secondary_or_below,male,1,23,9.1
62.0,18.638356164383563,amman,no_disability,secondary_or_below,male,2,4,5.1
396.0,18.40821917808219,amman,no_disability,secondary_or_below,male,1,23,3.0666666
457.0,18.827397260273973,amman,no_disability,secondary_or_below,male,1,20,12.166667
273.0,19.268493150684932,amman,no_disability,secondary_or_below,male,1,20,5.1
0.0,19.797260273972604,irbid,no_disability,secondary_or_below,male,0,11,7.686914
0.0,18.764383561643836,zarqa,no_disability,secondary_or_below,male,0,25,9.685547
0.0,18.115068493150684,irbid,no_disability,secondary_or_below,male,0,10,16.786198
91.0,18.81095890410959,irbid,no_disability,secondary_or_below,male,2,3,14.233334
334.0,18.92876712328767,amman,no_disability,secondary_or_below,male,1,20,6.0333333
89.0,18.616438356164384,al_mafraq,no_disability,secondary_or_below,male,2,4,22.333334
306.0,18.994520547945207,amman,no_disability,secondary_or_below,male,1,20,2.9666667
0.0,18.958904109589042,al_aqaba,no_disability,secondary_or_below,male,0,25,16.479427
0.0,18.997260273972604,amman,no_disability,secondary_or_below,male,0,25,12.020703
61.0,17.778082191780822,amman,no_disability,secondary_or_below,male,2,4,5.0333333
122.0,17.646575342465752,al_aqaba,no_disability,secondary_or_below,male,1,23,21.266666
61.0,18.767123287671232,amman,no_disability,secondary_or_below,male,2,4,9.1
61.0,17.972602739726028,amman,no_disability,secondary_or_below,male,2,4,2.9666667
0.0,19.75890410958904,balqa,no_disability,secondary_or_below,male,0,11,7.6509767
31.0,18.56986301369863,amman,no_disability,secondary_or_below,male,2,2,5.1
304.0,19.572602739726026,amman,no_disability,secondary_or_below,male,1,20,6.0666666
0.0,19.243835616438357,amman,no_disability,secondary_or_below,male,0,11,4.8503904
0.0,19.057534246575344,amman,no_disability,secondary_or_below,male,0,25,5.1178384
61.0,17.635616438356163,zarqa,no_disability,secondary_or_below,male,2,4,8.1
0.0,18.394520547945206,zarqa,no_disability,vocational_training,male,0,25,12.017578
92.0,18.03287671232877,al_aqaba,no_disability,vocational_training,male,1,23,7.0666666
0.0,18.375342465753423,maadaba,no_disability,secondary_or_below,male,0,25,14.851758
92.0,18.96986301369863,irbid,no_disability,secondary_or_below,male,2,3,4.0
0.0,17.246575342465754,irbid,no_disability,vocational_training,male,0,10,14.717188
122.0,18.887671232876713,zarqa,no_disability,secondary_or_below,male,2,9,4.0
0.0,18.5972602739726,maadaba,no_disability,secondary_or_below,male,0,25,14.150782
0.0,18.46027397260274,irbid,no_disability,secondary_or_below,male,0,25,16.219791
123.0,20.26027397260274,amman,no_disability,secondary_or_below,male,2,8,9.1
244.0,21.339726027397262,amman,no_disability,secondary_or_below,male,1,16,30.466667
0.0,19.28219178082192,zarqa,no_disability,vocational_training,male,0,11,9.882031
28.0,18.03013698630137,al_aqaba,no_disability,secondary_or_below,male,2,2,3.0666666
122.0,17.45205479452055,al_aqaba,no_disability,vocational_training,male,1,23,17.266666
31.0,18.410958904109588,amman,no_disability,secondary_or_below,male,2,2,11.133333
62.0,16.183561643835617,amman,no_disability,secondary_or_below,male,2,4,9.133333
92.0,17.016438356164382,amman,no_disability,secondary_or_below,male,1,23,19.333334
151.0,18.767123287671232,amman,no_disability,secondary_or_below,male,1,20,5.1
335.0,20.084931506849315,amman,no_disability,secondary_or_below,male,2,8,4.0666666
0.0,18.731506849315068,al_kirk,no_disability,secondary_or_below,male,0,25,16.28418
487.0,18.46301369863014,al_aqaba,no_disability,secondary_or_below,male,1,14,5.1
61.0,18.63013698630137,amman,no_disability,secondary_or_below,male,2,4,4.1
120.0,19.12876712328767,amman,no_disability,secondary_or_below,male,1,20,5.1
0.0,18.21095890410959,irbid,no_disability,vocational_training,male,0,10,6.6171875
0.0,18.687671232876713,al_aqaba,no_disability,secondary_or_below,male,0,25,13.583789
31.0,18.627397260273973,zarqa,no_disability,secondary_or_below,male,2,0,11.133333
62.0,19.627397260273973,zarqa,no_disability,secondary_or_below,male,2,1,4.0666666
0.0,31.742465753424657,irbid,no_disability,secondary_or_below,male,0,22,10.217904
90.0,18.153424657534245,zarqa,no_disability,secondary_or_below,male,2,4,13.166667
0.0,19.057534246575344,tafileh,no_disability,secondary_or_below,male,0,25,12.118295
0.0,19.704109589041096,amman,no_disability,secondary_or_below,male,0,11,3.1481771
0.0,18.52054794520548,irbid,no_disability,secondary_or_below,male,0,25,7.247721
366.0,18.416438356164385,maadaba,no_disability,secondary_or_below,male,1,23,6.1
427.0,19.084931506849315,maadaba,no_disability,secondary_or_below,male,1,17,15.2
519.0,20.586301369863012,maadaba,no_disability,secondary_or_below,male,1,14,10.133333
62.0,25.04931506849315,irbid,no_disability,secondary_or_below,male,2,1,45.633335
0.0,18.413698630136988,amman,no_disability,secondary_or_below,male,0,25,2.2854817
519.0,20.284931506849315,maadaba,no_disability,secondary_or_below,male,1,14,2.0333333
0.0,19.068493150684933,tafileh,no_disability,secondary_or_below,male,0,25,11.597265
31.0,18.564383561643837,amman,no_disability,secondary_or_below,male,2,2,8.066667
0.0,19.08219178082192,al_aqaba,no_disability,secondary_or_below,male,0,25,7.146289
0.0,19.427397260273974,irbid,no_disability,secondary_or_below,male,0,11,3.3502605
0.0,18.312328767123287,al_kirk,no_disability,secondary_or_below,male,0,25,3.4497397
0.0,18.635616438356163,maadaba,no_disability,secondary_or_below,male,0,25,10.886067
62.0,23.161643835616438,amman,no_disability,secondary_or_below,male,2,1,20.266666
62.0,18.69041095890411,amman,no_disability,secondary_or_below,male,2,4,9.1
92.0,19.52054794520548,amman,no_disability,secondary_or_below,male,1,20,11.2
31.0,18.265753424657536,irbid,no_disability,secondary_or_below,male,2,2,2.0333333
0.0,19.6,amman,no_disability,secondary_or_below,male,0,11,8.318295
61.0,18.67945205479452,tafileh,no_disability,secondary_or_below,male,2,4,12.166667
0.0,18.350684931506848,zarqa,no_disability,secondary_or_below,male,0,25,18.181835
30.0,18.18082191780822,amman,no_disability,secondary_or_below,male,2,2,3.0666666
0.0,19.471232876712328,irbid,no_disability,secondary_or_below,male,0,11,9.586719
0.0,19.45205479452055,amman,no_disability,secondary_or_below,male,0,11,6.6485677
121.0,20.33150684931507,amman,no_disability,secondary_or_below,male,2,8,2.0333333
92.0,18.28219178082192,irbid,no_disability,secondary_or_below,male,1,23,11.133333
123.0,17.556164383561644,amman,no_disability,secondary_or_below,male,1,23,10.1
90.0,19.095890410958905,zarqa,no_disability,secondary_or_below,male,2,4,3.0333333
61.0,18.586301369863012,amman,no_disability,secondary_or_below,male,2,4,7.0666666
59.0,18.087671232876712,irbid,no_disability,secondary_or_below,male,2,4,2.0333333
89.0,18.336986301369862,irbid,no_disability,secondary_or_below,male,2,4,8.1
120.0,19.087671232876712,irbid,no_disability,secondary_or_below,male,2,3,3.0333333
212.0,19.589041095890412,irbid,no_disability,secondary_or_below,male,2,3,2.0333333
1308.0,22.34246575342466,zarqa,no_disability,secondary_or_below,male,1,30,40.6
0.0,18.427397260273974,irbid,no_disability,secondary_or_below,male,0,25,10.150911
61.0,19.43013698630137,irbid,no_disability,secondary_or_below,male,2,4,5.1
0.0,18.035616438356165,irbid,no_disability,vocational_training,male,0,10,2.3529296
92.0,19.586301369863012,amman,no_disability,bachelor_or_above,male,1,20,2.0333333
31.0,17.126027397260273,al_aqaba,no_disability,secondary_or_below,male,2,2,19.3
92.0,18.87945205479452,al_aqaba,no_disability,secondary_or_below,male,2,3,4.0
0.0,18.97808219178082,amman,no_disability,secondary_or_below,male,0,25,18.04922
0.0,19.183561643835617,amman,no_disability,secondary_or_below,male,0,11,5.8508463
0.0,18.367123287671234,zarqa,no_disability,secondary_or_below,male,0,25,4.7503257
61.0,17.638356164383563,amman,no_disability,secondary_or_below,male,2,4,19.233334
0.0,16.912328767123288,al_aqaba,no_disability,secondary_or_below,male,0,10,11.551106
31.0,18.484931506849314,zarqa,no_disability,secondary_or_below,male,2,2,13.2
243.0,17.506849315068493,amman,no_disability,secondary_or_below,male,1,23,16.233334
274.0,18.926027397260274,amman,no_disability,secondary_or_below,male,1,20,2.9666667
335.0,19.336986301369862,amman,no_disability,secondary_or_below,male,1,20,3.0666666
30.0,18.578082191780823,irbid,no_disability,secondary_or_below,male,2,2,9.1
61.0,18.328767123287673,amman,no_disability,secondary_or_below,male,2,4,9.133333
91.0,19.161643835616438,amman,no_disability,secondary_or_below,male,1,20,6.133333
0.0,18.38082191780822,maadaba,no_disability,secondary_or_below,male,0,25,22.885677
0.0,18.882191780821916,al_aqaba,no_disability,vocational_training,male,0,25,13.420638
0.0,18.35890410958904,amman,no_disability,secondary_or_below,male,0,25,16.92116
0.0,17.947945205479453,amman,with_disability,secondary_or_below,male,0,10,9.7847
182.0,19.076712328767123,amman,no_disability,secondary_or_below,male,1,20,3.0333333
0.0,19.471232876712328,zarqa,no_disability,secondary_or_below,male,0,11,3.31569
92.0,17.44109589041096,amman,no_disability,secondary_or_below,male,1,23,7.0666666
